eic;segment_id;start_time;end_time;num_records;duration_hours;duration_days;num_training_examples
24ZVS0000000686P;4;2023-04-03 11:50:00+00:00;2023-08-05 03:30:00+00:00;17807;2967.6666666666665;123.65277777777777;116
24ZVS0000000686P;5;2023-08-05 05:20:00+00:00;2023-08-14 22:00:00+00:00;1397;232.66666666666666;9.694444444444445;2
24ZVS0000000773U;19;2023-03-30 10:10:00+00:00;2023-09-28 22:00:00+00:00;26278;4379.833333333333;182.49305555555554;175
24ZVS00000008307;136;2025-11-27 04:20:00+00:00;2026-01-21 23:00:00+00:00;8033;1338.6666666666667;55.77777777777778;48
24ZVS0000000889B;0;2023-02-12 23:10:00+00:00;2023-03-12 23:50:00+00:00;4037;672.6666666666666;28.027777777777775;21
24ZVS0000000889B;3;2023-03-28 00:00:00+00:00;2023-04-14 07:00:00+00:00;2490;415.0;17.291666666666668;10
24ZVS0000000889B;4;2023-04-14 07:40:00+00:00;2023-06-09 08:40:00+00:00;8071;1345.0;56.041666666666664;49
24ZVS0000000889B;5;2023-08-31 08:10:00+00:00;2023-09-14 07:10:00+00:00;2011;335.0;13.958333333333334;6
24ZVS0000000889B;6;2023-09-14 08:00:00+00:00;2023-09-26 22:00:00+00:00;1813;302.0;12.583333333333334;5
24ZVS0000001041T;2;2023-01-18 18:30:00+00:00;2023-06-21 15:50:00+00:00;22161;3693.3333333333335;153.88888888888889;146
24ZVS0000001041T;3;2023-06-23 14:10:00+00:00;2023-07-12 22:00:00+00:00;2784;463.8333333333333;19.32638888888889;12
24ZVS00000010786;232;2025-04-15 12:50:00+00:00;2025-08-27 22:00:00+00:00;19348;3225.1666666666665;134.38194444444443;127
24ZVS00000015516;0;2024-09-16 22:10:00+00:00;2024-10-08 05:40:00+00:00;3068;511.5;21.3125;14
24ZVS00000015516;3;2024-10-08 19:30:00+00:00;2024-10-16 23:50:00+00:00;1177;196.33333333333334;8.180555555555555;1
24ZVS0000001568Q;0;2024-09-02 22:10:00+00:00;2024-10-02 23:50:00+00:00;4331;721.6666666666666;30.069444444444443;23
24ZVS0000001568Q;2;2025-01-31 00:00:00+00:00;2025-07-07 14:30:00+00:00;22696;3782.5;157.60416666666666;150
24ZVS0000001568Q;3;2025-07-08 10:00:00+00:00;2025-07-29 22:00:00+00:00;3097;516.0;21.5;14
24ZVS00000015710;0;2022-08-03 22:10:00+00:00;2022-09-03 23:50:00+00:00;4475;745.6666666666666;31.069444444444443;24
24ZVS00000015710;2;2022-10-08 00:00:00+00:00;2023-04-06 22:00:00+00:00;26052;4342.0;180.91666666666666;173
24ZVS0000001647U;90;2025-10-23 13:40:00+00:00;2025-11-12 06:20:00+00:00;2837;472.6666666666667;19.694444444444446;12
24ZVS0000001647U;91;2025-11-12 07:50:00+00:00;2026-03-01 23:00:00+00:00;15788;2631.1666666666665;109.63194444444444;102
24ZVS00000017500;0;2025-05-05 22:10:00+00:00;2025-06-03 09:40:00+00:00;4101;683.5;28.479166666666668;21
24ZVS00000017500;17;2025-07-08 05:40:00+00:00;2025-07-20 05:00:00+00:00;1725;287.3333333333333;11.972222222222221;4
24ZVS00000017500;18;2025-07-21 08:20:00+00:00;2025-10-04 10:10:00+00:00;10811;1801.8333333333333;75.07638888888889;68
24ZVS00000017500;19;2025-10-04 11:50:00+00:00;2025-12-31 23:00:00+00:00;12740;2123.1666666666665;88.46527777777777;81
24ZVS0000001760Y;145;2023-06-14 00:00:00+00:00;2023-08-16 15:40:00+00:00;9160;1527.6666666666667;63.65277777777778;56
24ZVS0000001760Y;146;2023-08-16 16:40:00+00:00;2023-12-12 23:00:00+00:00;17022;2838.3333333333335;118.2638888888889;111
24ZVS0000001870R;0;2023-08-05 22:10:00+00:00;2023-09-05 23:50:00+00:00;4474;745.6666666666666;31.069444444444443;24
